time_s,requested_valve,valve,rpm,total_flow_kg_s,chamber_pressure_pa,pump_power_w,minimum_npsh_m,estopped,alarms
0.795,0.7588235294117648,0.7588235294117648,27962.850147931244,0.8559494232167345,19675199.071532384,41496.08569500047,39.35136463076858,False,
0.8,0.7647058823529412,0.7647058823529412,27964.366253562486,0.8635511996096066,19844649.82908338,42193.72368141617,39.351871149797965,False,
0.805,0.7705882352941177,0.7705882352941177,27965.820486099838,0.8711510560823941,20013810.301658623,42896.9427751505,39.35238201776457,False,
0.81,0.7764705882352941,0.7764705882352941,27967.215370617847,0.8787490298490352,20182681.451998137,43605.74299059788,39.35289723381032,False,
0.8150000000000001,0.7823529411764707,0.7823529411764707,27968.553329141407,0.8863451582191986,20351264.290085107,44320.124440970234,39.353416797172216,False,
0.8200000000000001,0.7882352941176471,0.7882352941176471,27969.836684851256,0.8939394785325165,20519559.868383344,45040.08733246774,39.353940707178,False,
0.8250000000000001,0.7941176470588236,0.7941176470588236,27971.067666117866,0.901532028097779,20687569.2773458,45765.631958668215,39.35446896324192,False,
0.8300000000000001,0.8,0.8,27972.248410370696,0.9091228441368008,20855293.64118207,46496.758695130426,39.35500156486067,False,
0.835,0.8058823529411764,0.8058823529411764,27973.380967809553,0.9167119637327029,21022734.113873225,47233.46799420703,39.35553851160939,False,
0.84,0.8117647058823529,0.8117647058823529,27974.467304964473,0.9242994237823519,21189891.87542273,47975.76038006257,39.356079803137774,False,
0.845,0.8176470588235294,0.8176470588235294,27975.50930811034,0.9318852609527167,21356768.12833259,48723.63644389178,39.35662543916638,False,
0.85,0.8235294117647058,0.8235294117647058,27976.50878654213,0.9394695116409181,21523364.09429431,49477.09683933341,39.35717541948295,False,
0.855,0.8294117647058823,0.8294117647058823,27977.467475716512,0.9470522119377477,21689681.01108461,50236.142278074636,39.35772974393891,False,
0.86,0.8352941176470589,0.8352941176470589,27978.38704026522,0.9546333975944563,21855720.129656184,51000.773525641125,39.358288412445994,False,
0.865,0.8411764705882353,0.8411764705882353,27979.269076885477,0.9622131039926115,22021482.71141426,51770.991397367805,39.3588514249729,False,
0.87,0.8470588235294118,0.8470588235294118,27980.115117112407,0.9697913661168411,22186970.025669903,52546.79675454529,39.35941878154216,False,
0.875,0.8529411764705882,0.8529411764705882,27980.92662997837,0.9773682185302842,22352183.347261585,53328.19050073705,39.359990482227076,False,
0.88,0.8588235294117647,0.8588235294117647,27981.705024563715,0.9849436953525834,22517123.954336654,54115.17357826207,39.36056652714873,False,
0.885,0.8647058823529412,0.8647058823529412,27982.451652443444,0.9925178302402602,22681793.12628482,54907.74696483839,39.36114691647316,False,
0.89,0.8705882352941177,0.8705882352941177,27983.167810034065,1.0000906563693204,22846192.141816016,55705.91167038223,39.361731650408615,False,
0.895,0.8764705882352941,0.8764705882352941,27983.854740844617,1.0076622064199494,23010322.277175345,56509.66873395805,39.362320729202914,False,
